Date,Open,High,Low,Close,Adj Close,Volume
2018-04-17,3969.969971,3992.000000,3966.899902,3984.510010,3984.510010,123920500
2018-04-18,3984.510010,4035.570068,3984.510010,4031.919922,4031.919922,140495700
2018-04-19,4031.909912,4046.169922,4031.800049,4042.300049,4042.300049,129583600
2018-04-20,4042.290039,4062.300049,4039.860107,4062.300049,4062.300049,125360800
2018-04-23,4062.290039,4081.439941,4059.530029,4078.949951,4078.949951,146435900
2018-04-24,4078.939941,4095.429932,4074.439941,4086.959961,4086.959961,135023000
2018-04-25,4086.949951,4087.500000,4039.780029,4059.929932,4059.929932,133474400
2018-04-26,4059.909912,4083.530029,4048.909912,4083.530029,4083.530029,123330500
2018-04-27,4083.500000,4126.120117,4083.429932,4123.919922,4123.919922,113410100
2018-04-30,4123.919922,4146.700195,4121.870117,4127.680176,4127.680176,143236200
2018-05-01,4127.689941,4149.839844,4126.419922,4135.310059,4135.310059,90798100
2018-05-02,4135.319824,4163.609863,4135.319824,4150.850098,4150.850098,133300100
2018-05-03,4150.830078,4156.000000,4123.379883,4128.120117,4128.120117,127263100
2018-05-04,4128.109863,4160.589844,4128.109863,4158.640137,4158.640137,142248200
2018-05-08,4158.620117,4177.950195,4156.640137,4164.359863,4164.359863,132700900
2018-05-09,4164.339844,4210.600098,4164.339844,4210.600098,4210.600098,138121900
2018-05-10,4210.609863,4230.839844,4196.120117,4228.419922,4228.419922,130676600
2018-05-11,4228.410156,4243.890137,4227.229980,4242.040039,4242.040039,119726100
2018-05-14,4242.009766,4244.709961,4224.850098,4236.830078,4236.830078,118348600
2018-05-15,4236.830078,4257.129883,4226.799805,4241.879883,4241.879883,157139700
2018-05-16,4241.919922,4253.350098,4239.819824,4248.779785,4248.779785,143403800
2018-05-17,4248.759766,4278.589844,4239.250000,4278.589844,4278.589844,129521400
2018-05-18,4278.580078,4279.689941,4260.759766,4273.810059,4273.810059,151867800
2018-05-21,4273.819824,4318.750000,4273.689941,4314.700195,4314.700195,106410600
2018-05-22,4314.700195,4336.770020,4313.259766,4324.410156,4324.410156,129160100
2018-05-23,4324.390137,4324.390137,4267.729980,4278.279785,4278.279785,137133600
2018-05-24,4278.299805,4286.209961,4244.709961,4244.709961,4244.709961,137622800
2018-05-25,4244.680176,4264.419922,4242.399902,4255.200195,4255.200195,131362600
2018-05-29,4255.200195,4255.200195,4191.319824,4199.299805,4199.299805,186076200
2018-05-30,4199.290039,4226.470215,4191.390137,4226.470215,4226.470215,144916900
2018-05-31,4226.470215,4247.140137,4208.959961,4222.200195,4222.200195,240853600
2018-06-01,4222.180176,4258.720215,4222.180176,4237.549805,4237.549805,119285100
2018-06-04,4237.600098,4272.399902,4237.589844,4259.899902,4259.899902,112913500
2018-06-05,4259.899902,4261.540039,4233.759766,4233.759766,4233.759766,134626200
2018-06-06,4233.839844,4257.189941,4229.439941,4249.819824,4249.819824,133371700
2018-06-07,4249.819824,4269.209961,4242.649902,4245.879883,4245.879883,151452100
2018-06-08,4245.879883,4251.029785,4212.759766,4235.379883,4235.379883,116267700
2018-06-11,4235.390137,4274.080078,4235.379883,4265.709961,4265.709961,120982200
2018-06-12,4265.689941,4278.359863,4247.279785,4248.850098,4248.850098,127908100
2018-06-13,4248.859863,4269.660156,4237.279785,4248.120117,4248.120117,132670300
2018-06-14,4248.129883,4291.839844,4220.490234,4278.700195,4278.700195,168483900
2018-06-15,4278.700195,4283.799805,4209.939941,4209.939941,4209.939941,259213100
2018-06-18,4209.990234,4215.370117,4192.970215,4208.430176,4208.430176,105423100
2018-06-19,4208.439941,4208.439941,4163.850098,4190.439941,4190.439941,140727600
2018-06-20,4190.450195,4241.700195,4190.450195,4203.660156,4203.660156,129042700
2018-06-21,4203.660156,4225.060059,4161.500000,4164.990234,4164.990234,117086200
2018-06-22,4164.979980,4233.310059,4164.899902,4230.430176,4230.430176,126252400
2018-06-25,4230.390137,4230.390137,4144.740234,4145.569824,4145.569824,117055000
2018-06-26,4145.569824,4170.450195,4145.509766,4157.220215,4157.220215,147838400
2018-06-27,4157.240234,4203.270020,4141.660156,4197.129883,4197.129883,209444000
2018-06-28,4197.120117,4199.229980,4167.970215,4188.600098,4188.600098,119613800
2018-06-29,4188.609863,4234.859863,4188.609863,4202.250000,4202.250000,135476300
2018-07-02,4202.279785,4202.279785,4154.160156,4155.359863,4155.359863,120807800
2018-07-03,4155.390137,4195.399902,4154.700195,4177.839844,4177.839844,142958500
2018-07-04,4177.859863,4177.859863,4162.529785,4168.709961,4168.709961,85973300
2018-07-05,4168.740234,4192.560059,4168.250000,4180.729980,4180.729980,104582600
2018-07-06,4180.759766,4193.899902,4165.029785,4187.169922,4187.169922,104186100
2018-07-09,4187.140137,4229.939941,4187.140137,4225.209961,4225.209961,107288900
2018-07-10,4225.220215,4238.919922,4220.810059,4228.439941,4228.439941,107911300
2018-07-11,4228.419922,4228.419922,4169.240234,4176.220215,4176.220215,117829300
2018-07-12,4176.209961,4212.689941,4176.169922,4207.120117,4207.120117,111940000
2018-07-13,4207.140137,4240.490234,4207.140137,4213.220215,4213.220215,91224800
2018-07-16,4213.229980,4218.879883,4170.569824,4185.459961,4185.459961,103980800
2018-07-17,4185.470215,4206.870117,4177.899902,4199.689941,4199.689941,115613600
2018-07-18,4199.680176,4231.330078,4199.560059,4225.589844,4225.589844,103729900
2018-07-19,4225.580078,4234.589844,4215.950195,4226.129883,4226.129883,108473000
2018-07-20,4226.129883,4236.509766,4199.750000,4224.500000,4224.500000,112776200
2018-07-23,4224.490234,4224.490234,4195.790039,4208.750000,4208.750000,88476400
2018-07-24,4208.759766,4250.799805,4205.950195,4235.799805,4235.799805,123306600
2018-07-25,4235.799805,4236.479980,4200.979980,4209.379883,4209.379883,101102200
2018-07-26,4209.390137,4222.399902,4201.259766,4212.100098,4212.100098,99756900
2018-07-27,4212.100098,4239.140137,4211.910156,4232.640137,4232.640137,111769800
2018-07-30,4232.629883,4239.439941,4212.459961,4232.129883,4232.129883,110109900
2018-07-31,4232.129883,4270.020020,4230.729980,4253.310059,4253.310059,143980100
2018-08-01,4253.310059,4253.779785,4198.319824,4208.629883,4208.629883,141154000
2018-08-02,4208.629883,4208.669922,4155.049805,4165.549805,4165.549805,146407200
2018-08-03,4165.540039,4209.450195,4165.540039,4205.700195,4205.700195,101188500
2018-08-06,4205.689941,4217.520020,4196.259766,4208.220215,4208.220215,122853200
2018-08-07,4208.209961,4250.399902,4207.850098,4233.520020,4233.520020,112079000
2018-08-08,4233.529785,4268.770020,4229.810059,4263.000000,4263.000000,103683300
2018-08-09,4262.990234,4263.060059,4235.169922,4248.580078,4248.580078,100063600
2018-08-10,4248.580078,4248.580078,4205.350098,4210.660156,4210.660156,98571300
2018-08-13,4210.660156,4210.660156,4183.009766,4196.129883,4196.129883,95736800
2018-08-14,4196.140137,4209.629883,4175.089844,4179.990234,4179.990234,115921300
2018-08-15,4179.970215,4189.910156,4111.959961,4122.240234,4122.240234,137809000
2018-08-16,4122.229980,4157.350098,4122.229980,4153.089844,4153.089844,121693700
2018-08-17,4153.089844,4162.890137,4131.979980,4153.819824,4153.819824,98136000
2018-08-20,4153.879883,4183.700195,4153.879883,4171.569824,4171.569824,86482700
2018-08-21,4171.560059,4178.709961,4158.819824,4164.299805,4164.299805,89937400
2018-08-22,4164.310059,4184.419922,4148.240234,4167.830078,4167.830078,92531100
2018-08-23,4167.830078,4182.390137,4162.609863,4163.379883,4163.379883,88951900
2018-08-24,4163.390137,4175.490234,4161.040039,4170.870117,4170.870117,78314400
2018-08-28,4170.870117,4202.770020,4170.870117,4194.240234,4194.240234,93329800
2018-08-29,4194.240234,4203.620117,4157.740234,4166.600098,4166.600098,106154900
2018-08-30,4166.620117,4166.620117,4133.000000,4143.649902,4143.649902,94862000
2018-08-31,4143.669922,4143.729980,4105.120117,4106.140137,4106.140137,121787100
2018-09-03,4106.149902,4144.479980,4106.089844,4138.839844,4138.839844,73380400
2018-09-04,4138.839844,4154.049805,4103.790039,4113.259766,4113.259766,104044600
2018-09-05,4113.270020,4113.270020,4061.669922,4074.620117,4074.620117,130955600
2018-09-06,4074.620117,4080.350098,4039.620117,4042.340088,4042.340088,124936200
2018-09-07,4042.310059,4046.060059,3992.899902,4022.000000,4022.000000,132653800
2018-09-10,4021.979980,4035.969971,4011.300049,4023.129883,4023.129883,117415500
2018-09-11,4023.149902,4023.699951,3993.189941,4019.280029,4019.280029,103890400
2018-09-12,4019.280029,4047.310059,4010.770020,4042.219971,4042.219971,109513200
2018-09-13,4042.189941,4044.580078,4020.409912,4023.770020,4023.770020,102448100
2018-09-14,4023.770020,4045.919922,4023.770020,4038.110107,4038.110107,94791600
2018-09-17,4038.129883,4045.360107,4020.669922,4036.989990,4036.989990,96340100
2018-09-18,4036.989990,4048.709961,4028.219971,4038.989990,4038.989990,113177500
2018-09-19,4036.989990,4061.590088,4028.219971,4054.629883,4054.629883,121420300
2018-09-20,4054.629883,4072.419922,4051.620117,4072.139893,4072.139893,130221900
2018-09-21,4072.110107,4131.470215,4072.110107,4128.580078,4128.580078,241040200
2018-09-24,4128.589844,4128.990234,4107.470215,4110.709961,4110.709961,106564700
2018-09-25,4110.680176,4137.339844,4109.819824,4131.850098,4131.850098,116584200
2018-09-26,4131.859863,4138.319824,4123.080078,4132.850098,4132.850098,105910800
2018-09-27,4132.819824,4149.640137,4123.720215,4145.890137,4145.890137,106343500
2018-09-28,4145.910156,4147.750000,4111.990234,4127.910156,4127.910156,134833800
2018-10-01,4127.859863,4139.919922,4109.350098,4124.600098,4124.600098,116508100
2018-10-02,4124.649902,4124.649902,4097.370117,4110.810059,4110.810059,121301900
2018-10-03,4110.859863,4135.299805,4110.859863,4127.549805,4127.549805,120662600
2018-10-04,4127.520020,4127.520020,4076.310059,4078.469971,4078.469971,124798200
2018-10-05,4078.449951,4080.060059,4028.189941,4028.189941,4028.189941,114853000
2018-10-08,4028.199951,4028.760010,3980.260010,3980.260010,3980.260010,103447000
2018-10-09,3980.229980,3988.679932,3952.929932,3978.639893,3978.639893,119707900
2018-10-10,3978.639893,3980.590088,3926.860107,3926.860107,3926.860107,151170100
2018-10-11,3926.840088,3926.840088,3846.310059,3848.580078,3848.580078,179780900
2018-10-12,3848.570068,3887.590088,3848.570068,3850.159912,3850.159912,136269300
2018-10-15,3850.159912,3864.389893,3828.179932,3859.270020,3859.270020,110289600
2018-10-16,3859.270020,3885.070068,3849.479980,3885.070068,3885.070068,121260500
2018-10-17,3885.030029,3899.419922,3861.580078,3878.209961,3878.209961,113094200
2018-10-18,3878.199951,3890.979980,3864.620117,3864.620117,3864.620117,101881400
2018-10-19,3864.629883,3878.939941,3852.820068,3868.489990,3868.489990,122029200
2018-10-22,3868.469971,3901.189941,3863.540039,3864.040039,3864.040039,112446100
2018-10-23,3864.050049,3864.050049,3796.899902,3809.969971,3809.969971,154348500
2018-10-24,3809.979980,3860.000000,3809.979980,3815.790039,3815.790039,118729200
2018-10-25,3815.790039,3836.719971,3774.429932,3836.719971,3836.719971,130350200
2018-10-26,3836.719971,3836.719971,3759.179932,3800.409912,3800.409912,117283000
2018-10-29,3800.459961,3880.239990,3800.459961,3846.969971,3846.969971,112195000
2018-10-30,3846.979980,3864.840088,3828.899902,3854.679932,3854.679932,109045500
2018-10-31,3854.689941,3920.879883,3854.689941,3904.229980,3904.229980,136682200
2018-11-01,3904.239990,3931.510010,3884.760010,3907.100098,3907.100098,155713600
2018-11-02,3907.090088,3950.840088,3904.310059,3904.310059,3904.310059,121927400
2018-11-05,3904.290039,3918.320068,3893.659912,3900.250000,3900.250000,82743700
2018-11-06,3900.239990,3907.080078,3865.310059,3870.419922,3870.419922,96788200
2018-11-07,3870.409912,3917.879883,3870.409912,3909.120117,3909.120117,103889200
2018-11-08,3909.110107,3938.020020,3909.100098,3923.320068,3923.320068,102288500
2018-11-09,3923.350098,3923.350098,3887.350098,3901.719971,3901.719971,99228700
2018-11-12,3901.750000,3942.560059,3868.409912,3868.409912,3868.409912,109560600
2018-11-13,3868.419922,3894.879883,3854.949951,3873.969971,3873.969971,147758200
2018-11-14,3873.979980,3903.530029,3837.070068,3863.320068,3863.320068,91311100
2018-11-15,3862.360107,3884.409912,3825.850098,3857.129883,3857.129883,174789200
2018-11-16,3857.090088,3885.520020,3823.040039,3843.090088,3843.090088,142992500
2018-11-19,3843.110107,3873.189941,3833.500000,3835.370117,3835.370117,116071200
2018-11-20,3835.370117,3840.070068,3783.580078,3805.040039,3805.040039,130518600
2018-11-21,3805.030029,3860.820068,3805.030029,3857.889893,3857.889893,125834600
2018-11-22,3857.870117,3857.870117,3806.179932,3815.770020,3815.770020,108099900
2018-11-23,3815.770020,3828.770020,3792.189941,3812.320068,3812.320068,100315500
2018-11-26,3812.320068,3860.870117,3812.310059,3855.719971,3855.719971,114122800
2018-11-27,3855.699951,3859.739990,3829.179932,3845.169922,3845.169922,126580800
2018-11-28,3845.169922,3864.399902,3830.479980,3839.179932,3839.179932,122633100
2018-11-29,3839.179932,3873.899902,3839.179932,3853.360107,3853.360107,121472100
2018-11-30,3853.370117,3854.439941,3816.290039,3823.340088,3823.340088,176428000
2018-12-03,3823.350098,3905.379883,3823.350098,3863.090088,3863.090088,130561600
2018-12-04,3863.080078,3876.479980,3831.530029,3837.070068,3837.070068,129719700
2018-12-05,3837.060059,3838.770020,3786.699951,3789.870117,3789.870117,123294300
2018-12-06,3789.860107,3789.860107,3659.409912,3674.030029,3674.030029,147622100
2018-12-07,3674.020020,3756.080078,3674.020020,3710.659912,3710.659912,127927400
2018-12-10,3710.649902,3721.570068,3671.449951,3672.209961,3672.209961,125572500
2018-12-11,3672.219971,3743.030029,3672.219971,3715.790039,3715.790039,126286500
2018-12-12,3715.770020,3769.159912,3715.770020,3759.530029,3759.530029,149747900
2018-12-13,3759.530029,3773.090088,3741.939941,3752.659912,3752.659912,112128000
2018-12-14,3752.659912,3752.669922,3705.520020,3732.959961,3732.959961,107627700
2018-12-17,3732.959961,3732.959961,3687.479980,3692.570068,3692.570068,113199700
2018-12-18,3692.570068,3692.570068,3662.989990,3662.989990,3662.989990,130950300
2018-12-19,3662.989990,3704.159912,3661.419922,3694.979980,3694.979980,120817800
2018-12-20,3694.979980,3694.979980,3630.010010,3665.149902,3665.149902,138682200
2018-12-21,3665.149902,3672.959961,3637.300049,3668.659912,3668.659912,236539400
2018-12-24,3668.659912,3668.659912,3639.580078,3648.159912,3648.159912,30540300
2018-12-27,3648.159912,3669.399902,3573.330078,3596.070068,3596.070068,85944000
2018-12-28,3596.070068,3679.139893,3596.070068,3675.270020,3675.270020,78062100
2018-12-31,3675.270020,3687.330078,3670.709961,3675.060059,3675.060059,34166100
2019-01-02,3675.060059,3688.570068,3609.689941,3681.370117,3681.370117,92608400
2019-01-03,3681.370117,3689.129883,3656.100098,3657.520020,3657.520020,101508900
2019-01-04,3657.520020,3739.320068,3657.520020,3733.550049,3733.550049,99162600
2019-01-07,3733.550049,3753.229980,3712.580078,3728.729980,3728.729980,109474300
2019-01-08,3728.729980,3779.389893,3726.449951,3758.889893,3758.889893,113254700
2019-01-09,3758.889893,3801.800049,3758.889893,3787.429932,3787.429932,126130700
2019-01-10,3787.429932,3807.330078,3765.689941,3804.399902,3804.399902,102426100
2019-01-11,3804.399902,3833.399902,3789.570068,3797.129883,3797.129883,110991100
2019-01-14,3797.129883,3797.129883,3757.020020,3764.020020,3764.020020,110637000
2019-01-15,3764.020020,3789.989990,3761.040039,3782.110107,3782.110107,105253000
2019-01-16,3782.110107,3790.570068,3761.419922,3769.070068,3769.070068,114169600
2019-01-17,3769.070068,3769.070068,3738.409912,3757.860107,3757.860107,90438100
2019-01-18,3757.860107,3833.159912,3757.860107,3826.120117,3826.120117,125702300
2019-01-21,3826.120117,3835.870117,3818.649902,3827.669922,3827.669922,75228500
2019-01-22,3827.669922,3827.669922,3783.909912,3794.199951,3794.199951,98994000
2019-01-23,3794.199951,3794.310059,3760.929932,3764.870117,3764.870117,107112400
2019-01-24,3764.870117,3772.209961,3746.770020,3755.050049,3755.050049,97946500
2019-01-25,3755.050049,3775.010010,3750.830078,3751.879883,3751.879883,108916400
2019-01-28,3751.879883,3753.270020,3714.709961,3720.070068,3720.070068,96726900
2019-01-29,3720.070068,3777.629883,3719.919922,3764.709961,3764.709961,113927700
2019-01-30,3764.709961,3828.219971,3764.709961,3816.669922,3816.669922,117636100
2019-01-31,3816.669922,3844.370117,3814.250000,3825.620117,3825.620117,132841900
2019-02-01,3825.620117,3853.790039,3825.600098,3851.899902,3851.899902,99673200
2019-02-04,3851.899902,3864.459961,3844.659912,3859.459961,3859.459961,98208300
2019-02-05,3859.459961,3928.669922,3859.449951,3928.139893,3928.139893,103795900
2019-02-06,3928.139893,3934.270020,3913.570068,3928.370117,3928.370117,92330100
2019-02-07,3928.370117,3931.939941,3884.260010,3884.260010,3884.260010,100714000
2019-02-08,3884.260010,3893.770020,3866.540039,3869.439941,3869.439941,88865700
2019-02-11,3869.439941,3908.090088,3869.439941,3901.120117,3901.120117,92579100
2019-02-12,3901.120117,3920.300049,3897.469971,3903.010010,3903.010010,100798400
2019-02-13,3903.010010,3940.229980,3903.010010,3933.360107,3933.360107,96348400
2019-02-14,3933.360107,3951.050049,3926.610107,3934.290039,3934.290039,87782400
2019-02-15,3934.290039,3966.870117,3928.350098,3954.560059,3954.560059,105306400
2019-02-18,3954.560059,3962.409912,3944.260010,3951.780029,3951.780029,73677800
2019-02-19,3951.780029,3951.780029,3923.479980,3931.770020,3931.770020,97354500
2019-02-20,3931.770020,3958.500000,3931.060059,3957.929932,3957.929932,124638300
2019-02-21,3957.929932,3958.169922,3919.699951,3931.739990,3931.739990,115071900
2019-02-22,3931.739990,3958.189941,3929.719971,3938.100098,3938.100098,95905600
2019-02-25,3938.100098,3951.879883,3925.350098,3939.760010,3939.760010,99657300
2019-02-26,3939.760010,3939.760010,3900.189941,3925.899902,3925.899902,121058200
2019-02-27,3925.899902,3925.929932,3890.790039,3902.739990,3902.739990,122225900
2019-02-28,3902.739990,3902.780029,3869.649902,3888.810059,3888.810059,139284700
2019-03-01,3888.810059,3919.770020,3888.810059,3911.070068,3911.070068,110377800
2019-03-04,3911.070068,3938.729980,3911.070068,3923.729980,3923.729980,95160100
2019-03-05,3923.729980,3950.439941,3920.070068,3946.870117,3946.870117,118229500
2019-03-06,3946.870117,3958.610107,3940.050049,3949.649902,3949.649902,119473300
2019-03-07,3949.649902,3949.739990,3911.340088,3926.030029,3926.030029,109716800
2019-03-08,3926.030029,3926.030029,3884.020020,3897.489990,3897.489990,103688500
2019-03-11,3897.489990,3934.469971,3897.449951,3910.800049,3910.800049,103366400
2019-03-12,3910.800049,3929.909912,3890.830078,3921.600098,3921.600098,117794800
2019-03-13,3921.600098,3935.620117,3910.129883,3926.899902,3926.899902,123786300
2019-03-14,3926.899902,3956.780029,3921.560059,3941.780029,3941.780029,129672100
2019-03-15,3941.780029,3972.770020,3941.760010,3968.310059,3968.310059,213545500
2019-03-18,3968.310059,4000.030029,3968.310059,4000.030029,4000.030029,100606600
2019-03-19,4000.030029,4024.939941,3997.209961,4013.600098,4013.600098,96199900
2019-03-20,4013.600098,4020.949951,3993.500000,3993.500000,3993.500000,123714900
2019-03-21,3993.500000,4027.110107,3993.379883,4020.510010,4020.510010,114581100
2019-03-22,4020.510010,4021.530029,3935.739990,3942.590088,3942.590088,110058300
2019-03-25,3942.590088,3942.590088,3909.050049,3921.909912,3921.909912,97192000
2019-03-26,3921.909912,3946.300049,3917.989990,3932.739990,3932.739990,102403400
2019-03-27,3932.739990,3946.939941,3916.209961,3932.560059,3932.560059,116401000
2019-03-28,3932.560059,3967.080078,3930.629883,3951.360107,3951.360107,93759600
2019-03-29,3951.360107,3982.500000,3947.239990,3978.280029,3978.280029,122794300
2019-04-01,3978.280029,4015.320068,3978.280029,3999.830078,3999.830078,107349400
2019-04-02,3999.830078,4041.040039,3999.830078,4035.520020,4035.520020,112897100
2019-04-03,4035.520020,4056.310059,4034.060059,4056.310059,4056.310059,132371400
