Date,Close,y_pred,y_true
09/28/93 00:00:00,1.2133,0.0,4.0
09/29/93 00:00:00,1.2121,0.0,2.0
09/30/93 00:00:00,1.197,2.0,0.0
10/01/93 00:00:00,1.1995,0.0,3.0
10/04/93 00:00:00,1.2051,1.0,3.0
10/05/93 00:00:00,1.203,1.0,1.0
10/06/93 00:00:00,1.2051,1.0,3.0
10/07/93 00:00:00,1.2054,4.0,2.0
10/08/93 00:00:00,1.2195,4.0,4.0
10/11/93 00:00:00,1.2185,4.0,2.0
10/12/93 00:00:00,1.2251,4.0,4.0
10/13/93 00:00:00,1.2212,1.0,1.0
10/14/93 00:00:00,1.213,4.0,0.0
10/15/93 00:00:00,1.2094,1.0,1.0
10/18/93 00:00:00,1.1932,3.0,0.0
10/19/93 00:00:00,1.1915,1.0,1.0
10/20/93 00:00:00,1.1936,0.0,3.0
10/21/93 00:00:00,1.173,1.0,0.0
10/22/93 00:00:00,1.1663,1.0,0.0
10/25/93 00:00:00,1.1598,1.0,0.0
10/26/93 00:00:00,1.1649,0.0,3.0
10/27/93 00:00:00,1.1643,3.0,2.0
10/28/93 00:00:00,1.168,0.0,3.0
10/29/93 00:00:00,1.1598,0.0,0.0
11/01/93 00:00:00,1.1544,0.0,0.0
11/02/93 00:00:00,1.1482,0.0,0.0
11/03/93 00:00:00,1.1572,0.0,4.0
11/04/93 00:00:00,1.1535,3.0,1.0
11/05/93 00:00:00,1.1545,0.0,2.0
11/08/93 00:00:00,1.1608,1.0,4.0
11/09/93 00:00:00,1.1557,2.0,1.0
11/10/93 00:00:00,1.1591,1.0,3.0
11/11/93 00:00:00,1.1556,0.0,1.0
11/12/93 00:00:00,1.161,3.0,4.0
11/15/93 00:00:00,1.1562,0.0,1.0
11/16/93 00:00:00,1.1481,0.0,0.0
11/17/93 00:00:00,1.1491,0.0,2.0
11/18/93 00:00:00,1.1424,0.0,0.0
11/19/93 00:00:00,1.1404,1.0,1.0
11/22/93 00:00:00,1.1482,2.0,4.0
11/23/93 00:00:00,1.1491,0.0,2.0
11/24/93 00:00:00,1.1485,4.0,2.0
11/25/93 00:00:00,1.1461,0.0,1.0
11/26/93 00:00:00,1.1416,0.0,1.0
11/29/93 00:00:00,1.1446,2.0,3.0
11/30/93 00:00:00,1.1409,2.0,1.0
12/01/93 00:00:00,1.1352,3.0,0.0
12/02/93 00:00:00,1.1355,0.0,2.0
12/03/93 00:00:00,1.137,1.0,3.0
12/06/93 00:00:00,1.1499,2.0,4.0
12/07/93 00:00:00,1.1495,4.0,2.0
12/08/93 00:00:00,1.1462,1.0,1.0
12/09/93 00:00:00,1.1474,3.0,2.0
12/10/93 00:00:00,1.1527,1.0,3.0
12/13/93 00:00:00,1.1449,2.0,0.0
12/14/93 00:00:00,1.141,0.0,1.0
12/15/93 00:00:00,1.1391,3.0,1.0
12/16/93 00:00:00,1.1439,3.0,3.0
12/17/93 00:00:00,1.1456,3.0,3.0
12/20/93 00:00:00,1.1419,1.0,1.0
12/21/93 00:00:00,1.1446,2.0,3.0
12/22/93 00:00:00,1.1496,1.0,3.0
12/23/93 00:00:00,1.1552,1.0,4.0
12/24/93 00:00:00,1.1547,2.0,2.0
12/27/93 00:00:00,1.1501,3.0,1.0
12/28/93 00:00:00,1.1514,4.0,2.0
12/29/93 00:00:00,1.1325,0.0,0.0
12/30/93 00:00:00,1.1268,0.0,0.0
12/31/93 00:00:00,1.1245,4.0,1.0
01/03/94 00:00:00,1.1222,4.0,1.0
01/04/94 00:00:00,1.1259,0.0,3.0
01/05/94 00:00:00,1.1242,1.0,1.0
01/06/94 00:00:00,1.1211,1.0,1.0
01/07/94 00:00:00,1.1324,4.0,4.0
01/10/94 00:00:00,1.1279,2.0,1.0
01/11/94 00:00:00,1.1234,2.0,1.0
01/12/94 00:00:00,1.1281,0.0,3.0
01/13/94 00:00:00,1.1176,0.0,0.0
01/14/94 00:00:00,1.119,2.0,2.0
01/17/94 00:00:00,1.1155,2.0,1.0
01/18/94 00:00:00,1.1204,1.0,3.0
01/19/94 00:00:00,1.1202,2.0,2.0
01/20/94 00:00:00,1.1253,1.0,3.0
01/21/94 00:00:00,1.1155,0.0,0.0
01/24/94 00:00:00,1.1174,1.0,3.0
01/25/94 00:00:00,1.1179,2.0,2.0
01/26/94 00:00:00,1.1205,3.0,3.0
01/27/94 00:00:00,1.1314,4.0,4.0
01/28/94 00:00:00,1.1222,1.0,0.0
01/31/94 00:00:00,1.1277,2.0,4.0
02/01/94 00:00:00,1.1297,1.0,3.0
02/02/94 00:00:00,1.1283,2.0,2.0
02/03/94 00:00:00,1.1231,4.0,1.0
02/04/94 00:00:00,1.112,1.0,0.0
02/07/94 00:00:00,1.112,0.0,2.0
02/08/94 00:00:00,1.1088,0.0,1.0
02/09/94 00:00:00,1.1125,0.0,3.0
02/10/94 00:00:00,1.1153,0.0,3.0
02/11/94 00:00:00,1.1156,1.0,2.0
02/14/94 00:00:00,1.1325,4.0,4.0
02/15/94 00:00:00,1.1315,1.0,2.0
02/16/94 00:00:00,1.1351,4.0,3.0
02/17/94 00:00:00,1.1349,3.0,2.0
02/18/94 00:00:00,1.1418,2.0,4.0
02/21/94 00:00:00,1.1309,4.0,0.0
02/22/94 00:00:00,1.1345,4.0,3.0
02/23/94 00:00:00,1.1315,1.0,1.0
02/24/94 00:00:00,1.1392,1.0,4.0
02/25/94 00:00:00,1.1436,4.0,3.0
02/28/94 00:00:00,1.148,4.0,3.0
03/01/94 00:00:00,1.1444,2.0,1.0
03/02/94 00:00:00,1.1478,4.0,3.0
03/03/94 00:00:00,1.1438,0.0,1.0
03/04/94 00:00:00,1.1388,0.0,1.0
03/07/94 00:00:00,1.138,2.0,2.0
03/08/94 00:00:00,1.141,4.0,3.0
03/09/94 00:00:00,1.1471,2.0,4.0
03/10/94 00:00:00,1.1628,4.0,4.0
03/11/94 00:00:00,1.1627,0.0,2.0
03/14/94 00:00:00,1.1573,1.0,0.0
03/15/94 00:00:00,1.1529,4.0,1.0
03/16/94 00:00:00,1.1587,4.0,4.0
03/17/94 00:00:00,1.1582,4.0,2.0
03/18/94 00:00:00,1.153,1.0,1.0
03/21/94 00:00:00,1.1582,0.0,3.0
03/22/94 00:00:00,1.1585,0.0,2.0
03/23/94 00:00:00,1.1638,4.0,3.0
03/24/94 00:00:00,1.1746,4.0,4.0
03/25/94 00:00:00,1.1737,4.0,2.0
03/28/94 00:00:00,1.1699,4.0,1.0
03/29/94 00:00:00,1.1684,3.0,1.0
03/30/94 00:00:00,1.1674,1.0,2.0
03/31/94 00:00:00,1.169,3.0,3.0
04/01/94 00:00:00,1.1529,0.0,0.0
04/04/94 00:00:00,1.1523,1.0,2.0
04/05/94 00:00:00,1.141,0.0,0.0
04/06/94 00:00:00,1.1396,1.0,2.0
04/07/94 00:00:00,1.1397,0.0,2.0
04/08/94 00:00:00,1.1425,2.0,3.0
04/11/94 00:00:00,1.1427,1.0,2.0
04/12/94 00:00:00,1.1398,3.0,1.0
04/13/94 00:00:00,1.1444,0.0,3.0
04/14/94 00:00:00,1.1438,4.0,2.0
04/15/94 00:00:00,1.1416,2.0,1.0
04/18/94 00:00:00,1.1445,4.0,3.0
04/19/94 00:00:00,1.1506,2.0,4.0
04/20/94 00:00:00,1.1575,4.0,4.0
04/21/94 00:00:00,1.1568,4.0,2.0
04/22/94 00:00:00,1.1572,4.0,2.0
04/25/94 00:00:00,1.1643,3.0,4.0
04/26/94 00:00:00,1.1674,4.0,3.0
04/27/94 00:00:00,1.1695,3.0,3.0
04/28/94 00:00:00,1.1769,4.0,4.0
04/29/94 00:00:00,1.183,2.0,4.0
05/02/94 00:00:00,1.1867,4.0,3.0
05/03/94 00:00:00,1.1949,0.0,4.0
05/04/94 00:00:00,1.1831,4.0,0.0
05/05/94 00:00:00,1.1739,2.0,0.0
05/06/94 00:00:00,1.1774,3.0,3.0
05/09/94 00:00:00,1.1836,4.0,4.0
05/10/94 00:00:00,1.1688,1.0,0.0
05/11/94 00:00:00,1.1717,1.0,3.0
05/12/94 00:00:00,1.1736,3.0,3.0
05/13/94 00:00:00,1.1718,0.0,1.0
05/16/94 00:00:00,1.1689,2.0,1.0
05/17/94 00:00:00,1.1702,4.0,2.0
05/18/94 00:00:00,1.1802,3.0,4.0
05/19/94 00:00:00,1.1808,4.0,2.0
05/20/94 00:00:00,1.188,1.0,4.0
05/23/94 00:00:00,1.1906,4.0,3.0
05/24/94 00:00:00,1.1826,1.0,0.0
05/25/94 00:00:00,1.1891,0.0,4.0
05/26/94 00:00:00,1.1868,4.0,1.0
05/27/94 00:00:00,1.1909,0.0,3.0
05/30/94 00:00:00,1.188,1.0,1.0
05/31/94 00:00:00,1.1876,0.0,2.0
06/01/94 00:00:00,1.1882,1.0,2.0
06/02/94 00:00:00,1.1828,4.0,1.0
06/03/94 00:00:00,1.1718,3.0,0.0
06/06/94 00:00:00,1.1713,1.0,2.0
06/07/94 00:00:00,1.1743,1.0,3.0
06/08/94 00:00:00,1.1719,2.0,1.0
06/09/94 00:00:00,1.1726,3.0,2.0
06/10/94 00:00:00,1.1743,1.0,3.0
06/13/94 00:00:00,1.189,4.0,4.0
06/14/94 00:00:00,1.1887,4.0,2.0
06/15/94 00:00:00,1.1956,4.0,4.0
06/16/94 00:00:00,1.1992,4.0,3.0
06/17/94 00:00:00,1.2149,2.0,4.0
06/20/94 00:00:00,1.2228,4.0,4.0
06/21/94 00:00:00,1.227,2.0,3.0
06/22/94 00:00:00,1.2186,4.0,0.0
06/23/94 00:00:00,1.2205,1.0,3.0
06/24/94 00:00:00,1.2349,2.0,4.0
06/27/94 00:00:00,1.2354,4.0,2.0
06/28/94 00:00:00,1.2386,4.0,3.0
06/29/94 00:00:00,1.2334,0.0,1.0
06/30/94 00:00:00,1.2331,2.0,2.0
07/01/94 00:00:00,1.2253,4.0,0.0
07/04/94 00:00:00,1.2245,1.0,2.0
07/05/94 00:00:00,1.2378,2.0,4.0
07/06/94 00:00:00,1.2401,4.0,3.0
07/07/94 00:00:00,1.2444,1.0,3.0
07/08/94 00:00:00,1.2525,1.0,4.0
07/11/94 00:00:00,1.2786,4.0,4.0
07/12/94 00:00:00,1.2797,4.0,2.0
07/13/94 00:00:00,1.2706,0.0,0.0
07/14/94 00:00:00,1.2585,1.0,0.0
07/15/94 00:00:00,1.2579,1.0,2.0
07/18/94 00:00:00,1.2646,4.0,4.0
07/19/94 00:00:00,1.2477,0.0,0.0
07/20/94 00:00:00,1.2501,4.0,3.0
07/21/94 00:00:00,1.2285,0.0,0.0
07/22/94 00:00:00,1.2241,0.0,1.0
07/25/94 00:00:00,1.2307,3.0,4.0
07/26/94 00:00:00,1.2349,0.0,3.0
07/27/94 00:00:00,1.2428,0.0,4.0
07/28/94 00:00:00,1.2295,4.0,0.0
07/29/94 00:00:00,1.2351,2.0,3.0
08/01/94 00:00:00,1.2382,2.0,3.0
08/02/94 00:00:00,1.2355,0.0,1.0
08/03/94 00:00:00,1.2412,4.0,3.0
08/04/94 00:00:00,1.2316,0.0,0.0
08/05/94 00:00:00,1.2376,3.0,4.0
08/08/94 00:00:00,1.2354,2.0,1.0
08/09/94 00:00:00,1.2365,4.0,2.0
08/10/94 00:00:00,1.2348,0.0,1.0
08/11/94 00:00:00,1.2531,3.0,4.0
08/12/94 00:00:00,1.2606,4.0,4.0
08/15/94 00:00:00,1.2603,3.0,2.0
08/16/94 00:00:00,1.2543,4.0,0.0
08/17/94 00:00:00,1.2602,4.0,4.0
08/18/94 00:00:00,1.2677,1.0,4.0
08/19/94 00:00:00,1.2718,4.0,3.0
08/22/94 00:00:00,1.2808,0.0,4.0
08/23/94 00:00:00,1.2770000000000001,2.0,1.0
08/24/94 00:00:00,1.2661,0.0,0.0
08/25/94 00:00:00,1.2676,3.0,2.0
08/26/94 00:00:00,1.2424,2.0,0.0
08/29/94 00:00:00,1.2408,0.0,1.0
08/30/94 00:00:00,1.2408,0.0,2.0
08/31/94 00:00:00,1.2369,1.0,1.0
09/01/94 00:00:00,1.2419,1.0,3.0
09/02/94 00:00:00,1.2582,4.0,4.0
09/05/94 00:00:00,1.2579,4.0,2.0
09/06/94 00:00:00,1.2683,4.0,4.0
09/07/94 00:00:00,1.2617,1.0,0.0
09/08/94 00:00:00,1.2568,1.0,1.0
09/09/94 00:00:00,1.272,4.0,4.0
09/12/94 00:00:00,1.2676,4.0,1.0
09/13/94 00:00:00,1.2673,4.0,2.0
09/14/94 00:00:00,1.2691,0.0,3.0
09/15/94 00:00:00,1.264,3.0,1.0
09/16/94 00:00:00,1.2677,4.0,3.0
09/19/94 00:00:00,1.2631,0.0,1.0
09/20/94 00:00:00,1.2602,1.0,1.0
09/21/94 00:00:00,1.2649,1.0,3.0
09/22/94 00:00:00,1.2649,1.0,2.0
09/23/94 00:00:00,1.2639,4.0,2.0
09/26/94 00:00:00,1.2596,0.0,1.0
09/27/94 00:00:00,1.2676,3.0,4.0
09/28/94 00:00:00,1.261,0.0,0.0
09/29/94 00:00:00,1.2635,1.0,3.0
09/30/94 00:00:00,1.262,4.0,2.0
10/03/94 00:00:00,1.2582,0.0,1.0
10/04/94 00:00:00,1.2639,1.0,3.0
10/05/94 00:00:00,1.2673,1.0,3.0
10/06/94 00:00:00,1.2673,4.0,2.0
10/07/94 00:00:00,1.2644,3.0,1.0
10/10/94 00:00:00,1.2662,1.0,3.0
10/11/94 00:00:00,1.2661,0.0,2.0
10/12/94 00:00:00,1.2696,1.0,3.0
10/13/94 00:00:00,1.28,4.0,4.0
10/14/94 00:00:00,1.2869,2.0,4.0
10/17/94 00:00:00,1.3052,1.0,4.0
10/18/94 00:00:00,1.3016,4.0,1.0
10/19/94 00:00:00,1.3029,4.0,2.0
10/20/94 00:00:00,1.3111,3.0,4.0
10/21/94 00:00:00,1.3044,3.0,0.0
10/24/94 00:00:00,1.3095,4.0,3.0
10/25/94 00:00:00,1.3078,1.0,1.0
10/26/94 00:00:00,1.3119,1.0,3.0
10/27/94 00:00:00,1.3066,2.0,1.0
10/28/94 00:00:00,1.2964,0.0,0.0
10/31/94 00:00:00,1.3008,1.0,3.0
11/01/94 00:00:00,1.3082,1.0,4.0
11/02/94 00:00:00,1.2916,0.0,0.0
11/03/94 00:00:00,1.288,0.0,1.0
11/04/94 00:00:00,1.2906,0.0,3.0
11/07/94 00:00:00,1.2898,0.0,2.0
11/08/94 00:00:00,1.2958,1.0,3.0
11/09/94 00:00:00,1.2808,4.0,0.0
11/10/94 00:00:00,1.2784,0.0,1.0
11/11/94 00:00:00,1.2775,0.0,2.0
11/14/94 00:00:00,1.2665,0.0,0.0
11/15/94 00:00:00,1.2571,1.0,0.0
11/16/94 00:00:00,1.2617,0.0,3.0
11/17/94 00:00:00,1.2622,0.0,2.0
11/18/94 00:00:00,1.2581,0.0,1.0
11/21/94 00:00:00,1.2566,1.0,2.0
11/22/94 00:00:00,1.2583,2.0,3.0
11/23/94 00:00:00,1.2570000000000001,0.0,2.0
11/24/94 00:00:00,1.2555,1.0,2.0
11/25/94 00:00:00,1.2542,2.0,2.0
11/28/94 00:00:00,1.2487,0.0,1.0
11/29/94 00:00:00,1.2454,0.0,1.0
11/30/94 00:00:00,1.2466,0.0,2.0
12/01/94 00:00:00,1.2429,1.0,1.0
12/02/94 00:00:00,1.2379,3.0,1.0
12/05/94 00:00:00,1.2435,0.0,3.0
12/06/94 00:00:00,1.2442,1.0,2.0
12/07/94 00:00:00,1.2475,3.0,3.0
12/08/94 00:00:00,1.2408,3.0,0.0
12/09/94 00:00:00,1.2404,1.0,2.0
12/12/94 00:00:00,1.2439,3.0,3.0
12/13/94 00:00:00,1.2446,4.0,2.0
12/14/94 00:00:00,1.2466,0.0,3.0
12/15/94 00:00:00,1.2453,2.0,2.0
12/16/94 00:00:00,1.2445,2.0,2.0
12/19/94 00:00:00,1.2433,1.0,2.0
12/20/94 00:00:00,1.2455,2.0,3.0
12/21/94 00:00:00,1.239,2.0,0.0
12/22/94 00:00:00,1.2425,0.0,3.0
12/23/94 00:00:00,1.2386,1.0,1.0
12/26/94 00:00:00,1.2388,3.0,2.0
12/27/94 00:00:00,1.2415,0.0,3.0
12/28/94 00:00:00,1.2671,1.0,4.0
12/29/94 00:00:00,1.2586,3.0,0.0
12/30/94 00:00:00,1.2624,3.0,3.0
01/02/95 00:00:00,1.2542,3.0,0.0
01/03/95 00:00:00,1.2571,1.0,3.0
01/04/95 00:00:00,1.2544,0.0,1.0
01/05/95 00:00:00,1.2615,1.0,4.0
01/06/95 00:00:00,1.2515,4.0,0.0
01/09/95 00:00:00,1.2722,3.0,4.0
01/10/95 00:00:00,1.2771,4.0,3.0
01/11/95 00:00:00,1.2725,0.0,1.0
01/12/95 00:00:00,1.28,4.0,4.0
01/13/95 00:00:00,1.2756,2.0,1.0
01/16/95 00:00:00,1.2773,4.0,3.0
01/17/95 00:00:00,1.2762,4.0,2.0
01/18/95 00:00:00,1.2742,0.0,1.0
01/19/95 00:00:00,1.2906,3.0,4.0
01/20/95 00:00:00,1.294,2.0,3.0
01/23/95 00:00:00,1.2919,3.0,1.0
01/24/95 00:00:00,1.2930000000000001,2.0,2.0
01/25/95 00:00:00,1.2890000000000001,1.0,1.0
01/26/95 00:00:00,1.2893,1.0,2.0
01/27/95 00:00:00,1.2906,2.0,2.0
01/30/95 00:00:00,1.2991,4.0,4.0
01/31/95 00:00:00,1.2829,0.0,0.0
02/01/95 00:00:00,1.2882,4.0,3.0
02/02/95 00:00:00,1.2884,0.0,2.0
02/03/95 00:00:00,1.2817,0.0,0.0
02/06/95 00:00:00,1.2781,0.0,1.0
02/07/95 00:00:00,1.2737,3.0,1.0
02/08/95 00:00:00,1.2777,0.0,3.0
02/09/95 00:00:00,1.2796,2.0,3.0
02/10/95 00:00:00,1.2876,0.0,4.0
02/13/95 00:00:00,1.2859,4.0,1.0
02/14/95 00:00:00,1.2969,2.0,4.0
02/15/95 00:00:00,1.296,4.0,2.0
02/16/95 00:00:00,1.3125,1.0,4.0
02/17/95 00:00:00,1.3203,1.0,4.0
02/20/95 00:00:00,1.3221,4.0,3.0
02/21/95 00:00:00,1.3303,4.0,4.0
02/22/95 00:00:00,1.3311,4.0,2.0
02/23/95 00:00:00,1.3328,2.0,2.0
02/24/95 00:00:00,1.3378,1.0,3.0
02/27/95 00:00:00,1.3337,4.0,1.0
02/28/95 00:00:00,1.3381,4.0,3.0
03/01/95 00:00:00,1.3375,4.0,2.0
03/02/95 00:00:00,1.3561,3.0,4.0
03/03/95 00:00:00,1.3730000000000002,4.0,4.0
03/06/95 00:00:00,1.3927,4.0,4.0
03/07/95 00:00:00,1.4268,2.0,4.0
03/08/95 00:00:00,1.4025,0.0,0.0
03/09/95 00:00:00,1.4022,2.0,2.0
03/10/95 00:00:00,1.3815,1.0,0.0
03/13/95 00:00:00,1.3903,1.0,4.0
03/14/95 00:00:00,1.3812,1.0,0.0
03/15/95 00:00:00,1.4071,3.0,4.0
03/16/95 00:00:00,1.4007,1.0,1.0
03/17/95 00:00:00,1.4107,0.0,4.0
03/20/95 00:00:00,1.3947,1.0,0.0
03/21/95 00:00:00,1.3853,1.0,0.0
03/22/95 00:00:00,1.3946,4.0,4.0
03/23/95 00:00:00,1.3940000000000001,4.0,2.0
03/24/95 00:00:00,1.3803,0.0,0.0
03/27/95 00:00:00,1.3907,0.0,4.0
03/28/95 00:00:00,1.4096,4.0,4.0
03/29/95 00:00:00,1.4147,4.0,3.0
03/30/95 00:00:00,1.3881,0.0,0.0
03/31/95 00:00:00,1.4224,0.0,4.0
04/03/95 00:00:00,1.4252,4.0,3.0
04/04/95 00:00:00,1.4185,1.0,0.0
04/05/95 00:00:00,1.425,2.0,3.0
04/06/95 00:00:00,1.4226,2.0,1.0
04/07/95 00:00:00,1.4209,2.0,2.0
04/10/95 00:00:00,1.3879,0.0,0.0
04/11/95 00:00:00,1.3962,0.0,4.0
04/12/95 00:00:00,1.3972,4.0,2.0
04/13/95 00:00:00,1.4121,0.0,4.0
04/14/95 00:00:00,1.4063,3.0,1.0
