Date,Open,High,Low,Close,Volume
28/02/90,813.67,813.67,813.67,813.67,"7,505"
01/03/90,812.94,812.94,812.94,812.94,"7,082"
02/03/90,811.24,811.24,811.24,811.24,"5,761"
05/03/90,813.98,813.98,813.98,813.98,"7,618"
06/03/90,804.47,804.47,804.47,804.47,"6,379"
07/03/90,799.86,799.86,799.86,799.86,"4,581"
08/03/90,801.32,801.32,801.32,801.32,"5,246"
09/03/90,802.40,802.40,802.40,802.40,"6,322"
12/03/90,795.91,795.91,795.91,795.91,"5,596"
13/03/90,783.46,783.46,783.46,783.46,"6,087"
14/03/90,776.71,776.71,776.71,776.71,"7,400"
15/03/90,783.33,783.33,783.33,783.33,"8,073"
16/03/90,787.50,787.50,787.50,787.50,"8,195"
19/03/90,790.32,790.32,790.32,790.32,"8,163"
20/03/90,786.65,786.65,786.65,786.65,"5,885"
21/03/90,792.19,792.19,792.19,792.19,"7,061"
22/03/90,796.50,796.50,796.50,796.50,"9,660"
23/03/90,803.13,803.13,803.13,803.13,"12,738"
26/03/90,818.00,818.00,818.00,818.00,"14,486"
27/03/90,834.83,834.83,834.83,834.83,"18,412"
28/03/90,832.69,832.69,832.69,832.69,"18,903"
29/03/90,845.28,845.28,845.28,845.28,"19,930"
30/03/90,851.53,851.53,851.53,851.53,"14,594"
02/04/90,853.74,853.74,853.74,853.74,"14,864"
03/04/90,848.17,848.17,848.17,848.17,"14,609"
04/04/90,846.00,846.00,846.00,846.00,"17,328"
05/04/90,840.30,840.30,840.30,840.30,"11,798"
09/04/90,835.34,835.34,835.34,835.34,"10,305"
10/04/90,842.13,842.13,842.13,842.13,"9,184"
11/04/90,844.80,844.80,844.80,844.80,"15,747"
16/04/90,843.79,843.79,843.79,843.79,"20,833"
17/04/90,843.97,843.97,843.97,843.97,"13,571"
18/04/90,835.90,835.90,835.90,835.90,"13,658"
19/04/90,834.99,834.99,834.99,834.99,"12,259"
20/04/90,840.56,840.56,840.56,840.56,"14,852"
23/04/90,844.55,844.55,844.55,844.55,"11,704"
24/04/90,842.04,842.04,842.04,842.04,"13,996"
25/04/90,847.03,847.03,847.03,847.03,"13,988"
26/04/90,854.82,854.82,854.82,854.82,"14,853"
27/04/90,859.36,859.36,859.36,859.36,"18,128"
30/04/90,855.97,855.97,855.97,855.97,"15,402"
02/05/90,851.25,851.25,851.25,851.25,"15,641"
03/05/90,856.45,856.45,856.45,856.45,"13,442"
04/05/90,862.97,862.97,862.97,862.97,"16,622"
09/05/90,875.13,875.13,875.13,875.13,"19,005"
10/05/90,870.74,870.74,870.74,870.74,"19,291"
11/05/90,877.71,877.71,877.71,877.71,"25,029"
14/05/90,887.78,887.78,887.78,887.78,"27,399"
15/05/90,889.80,889.80,889.80,889.80,"29,013"
16/05/90,894.03,894.03,894.03,894.03,"26,759"
17/05/90,908.79,908.79,908.79,908.79,"27,571"
18/05/90,926.63,926.63,926.63,926.63,"30,452"
21/05/90,957.96,957.96,957.96,957.96,"33,554"
22/05/90,978.05,978.05,978.05,978.05,"37,996"
23/05/90,974.69,974.69,974.69,974.69,"44,197"
24/05/90,971.33,971.33,971.33,971.33,"41,209"
25/05/90,976.83,976.83,976.83,976.83,"35,845"
28/05/90,983.07,983.07,983.07,983.07,"34,256"
29/05/90,975.50,975.50,975.50,975.50,"36,270"
30/05/90,987.31,987.31,987.31,987.31,"41,237"
31/05/90,1000.71,1000.71,1000.71,1000.71,"43,487"
01/06/90,1012.79,1012.79,1012.79,1012.79,"47,862"
04/06/90,1032.75,1032.75,1032.75,1032.75,"45,507"
05/06/90,1018.86,1018.86,1018.86,1018.86,"43,996"
06/06/90,1011.09,1011.09,1011.09,1011.09,"31,393"
07/06/90,1022.98,1022.98,1022.98,1022.98,"33,900"
08/06/90,1033.52,1033.52,1033.52,1033.52,"44,244"
11/06/90,990.91,990.91,990.91,990.91,"48,951"
12/06/90,1016.66,1016.66,1016.66,1016.66,"44,259"
13/06/90,994.62,994.62,994.62,994.62,"42,407"
14/06/90,978.43,978.43,978.43,978.43,"36,153"
15/06/90,982.44,982.44,982.44,982.44,"34,587"
18/06/90,983.32,983.32,983.32,983.32,"27,325"
19/06/90,989.28,989.28,989.28,989.28,"28,693"
20/06/90,1014.11,1014.11,1014.11,1014.11,"40,938"
21/06/90,998.33,998.33,998.33,998.33,"40,994"
22/06/90,1008.71,1008.71,1008.71,1008.71,"34,817"
25/06/90,1032.54,1032.54,1032.54,1032.54,"29,318"
26/06/90,1037.38,1037.38,1037.38,1037.38,"34,834"
27/06/90,1053.13,1053.13,1053.13,1053.13,"39,969"
28/06/90,1057.06,1057.06,1057.06,1057.06,"44,679"
29/06/90,1060.22,1060.22,1060.22,1060.22,"54,742"
02/07/90,1082.67,1082.67,1082.67,1082.67,"57,855"
03/07/90,1087.53,1087.53,1087.53,1087.53,"72,351"
04/07/90,1087.51,1087.51,1087.51,1087.51,"90,247"
05/07/90,1070.18,1070.18,1070.18,1070.18,"75,270"
06/07/90,1050.13,1050.13,1050.13,1050.13,"48,445"
10/07/90,1032.07,1032.07,1032.07,1032.07,"45,961"
11/07/90,1054.79,1054.79,1054.79,1054.79,"64,091"
12/07/90,1056.46,1056.46,1056.46,1056.46,"70,642"
13/07/90,1053.59,1053.59,1053.59,1053.59,"81,011"
16/07/90,1054.25,1054.25,1054.25,1054.25,"74,500"
17/07/90,1064.09,1064.09,1064.09,1064.09,"81,788"
18/07/90,1095.28,1095.28,1095.28,1095.28,"65,142"
19/07/90,1107.68,1107.68,1107.68,1107.68,"71,619"
20/07/90,1123.00,1123.00,1123.00,1123.00,"108,431"
23/07/90,1133.54,1133.54,1133.54,1133.54,"101,986"
24/07/90,1130.86,1130.86,1130.86,1130.86,"100,024"
25/07/90,1143.78,1143.78,1143.78,1143.78,"99,981"
26/07/90,1141.78,1141.78,1141.78,1141.78,"91,061"
27/07/90,1142.33,1142.33,1142.33,1142.33,"74,224"
30/07/90,1126.85,1126.85,1126.85,1126.85,"48,485"
31/07/90,1115.73,1115.73,1115.73,1115.73,"49,293"
01/08/90,1142.63,1142.63,1142.63,1142.63,"53,503"
02/08/90,1129.36,1129.36,1129.36,1129.36,"72,052"
03/08/90,1097.52,1097.52,1097.52,1097.52,"80,679"
06/08/90,1009.04,1009.04,1009.04,1009.04,"55,729"
07/08/90,922.35,922.35,922.35,922.35,"24,570"
08/08/90,957.87,957.87,957.87,957.87,"101,071"
09/08/90,903.77,903.77,903.77,903.77,"63,524"
10/08/90,921.13,921.13,921.13,921.13,"62,215"
14/08/90,893.10,893.10,893.10,893.10,"39,556"
15/08/90,909.58,909.58,909.58,909.58,"43,174"
16/08/90,934.13,934.13,934.13,934.13,"73,713"
17/08/90,920.75,920.75,920.75,920.75,"44,869"
20/08/90,895.71,895.71,895.71,895.71,"30,249"
21/08/90,870.33,870.33,870.33,870.33,"32,692"
22/08/90,795.40,795.40,795.40,795.40,"36,935"
23/08/90,735.39,735.39,735.39,735.39,"36,435"
24/08/90,695.81,695.81,695.81,695.81,"33,752"
27/08/90,756.92,756.92,756.92,756.92,"18,353"
28/08/90,823.75,823.75,823.75,823.75,"21,317"
29/08/90,834.97,834.97,834.97,834.97,"62,265"
30/08/90,839.80,839.80,839.80,839.80,"38,703"
31/08/90,862.75,862.75,862.75,862.75,"41,060"
03/09/90,901.54,901.54,901.54,901.54,"55,419"
04/09/90,873.34,873.34,873.34,873.34,"44,394"
05/09/90,851.65,851.65,851.65,851.65,"31,195"
06/09/90,844.52,844.52,844.52,844.52,"26,477"
07/09/90,838.06,838.06,838.06,838.06,"25,695"
10/09/90,839.80,839.80,839.80,839.80,"26,458"
11/09/90,828.16,828.16,828.16,828.16,"18,868"
12/09/90,804.46,804.46,804.46,804.46,"28,116"
13/09/90,793.09,793.09,793.09,793.09,"24,220"
14/09/90,759.98,759.98,759.98,759.98,"27,515"
17/09/90,702.48,702.48,702.48,702.48,"22,974"
18/09/90,687.93,687.93,687.93,687.93,"32,181"
19/09/90,686.63,686.63,686.63,686.63,"32,818"
20/09/90,647.35,647.35,647.35,647.35,"36,039"
21/09/90,637.95,637.95,637.95,637.95,"32,642"
24/09/90,647.11,647.11,647.11,647.11,"157,916"
25/09/90,613.95,613.95,613.95,613.95,"25,456"
26/09/90,625.06,625.06,625.06,625.06,"29,582"
27/09/90,630.15,630.15,630.15,630.15,"26,809"
28/09/90,641.56,641.56,641.56,641.56,"27,074"
01/10/90,654.39,654.39,654.39,654.39,"28,956"
02/10/90,704.51,704.51,704.51,704.51,"37,506"
03/10/90,713.85,713.85,713.85,713.85,"63,117"
04/10/90,671.99,671.99,671.99,671.99,"84,066"
05/10/90,672.98,672.98,672.98,672.98,"37,061"
08/10/90,680.09,680.09,680.09,680.09,"32,426"
09/10/90,682.19,682.19,682.19,682.19,"45,853"
10/10/90,655.55,655.55,655.55,655.55,"40,843"
11/10/90,644.43,644.43,644.43,644.43,"29,552"
12/10/90,642.37,642.37,642.37,642.37,"24,091"
15/10/90,652.75,652.75,652.75,652.75,"27,154"
16/10/90,653.80,653.80,653.80,653.80,"47,554"
17/10/90,646.99,646.99,646.99,646.99,"26,229"
18/10/90,649.28,649.28,649.28,649.28,"28,042"
19/10/90,652.16,652.16,652.16,652.16,"42,580"
22/10/90,683.33,683.33,683.33,683.33,"67,374"
